game_id,game_date,season,home_team,away_team,home_score,away_score,venue
718780,2023-03-30,2023,Washington Nationals,Atlanta Braves,2,7,Nationals Park
718781,2023-03-30,2023,New York Yankees,San Francisco Giants,5,0,Yankee Stadium
718782,2023-03-30,2023,Boston Red Sox,Baltimore Orioles,9,10,Fenway Park
718777,2023-03-30,2023,Chicago Cubs,Milwaukee Brewers,4,0,Wrigley Field
718776,2023-03-30,2023,Tampa Bay Rays,Detroit Tigers,4,0,Tropicana Field
718779,2023-03-30,2023,Texas Rangers,Philadelphia Phillies,11,7,Globe Life Field
718773,2023-03-30,2023,Cincinnati Reds,Pittsburgh Pirates,4,5,Great American Ball Park
718772,2023-03-30,2023,St. Louis Cardinals,Toronto Blue Jays,9,10,Busch Stadium
718775,2023-03-30,2023,Kansas City Royals,Minnesota Twins,0,2,Kauffman Stadium
718774,2023-03-30,2023,Miami Marlins,New York Mets,3,5,loanDepot park
718768,2023-03-30,2023,Houston Astros,Chicago White Sox,2,3,Minute Maid Park
718778,2023-03-30,2023,San Diego Padres,Colorado Rockies,2,7,Petco Park
718769,2023-03-30,2023,Oakland Athletics,Los Angeles Angels,2,1,Oakland Coliseum
718770,2023-03-30,2023,Los Angeles Dodgers,Arizona Diamondbacks,8,2,Dodger Stadium
718767,2023-03-30,2023,Seattle Mariners,Cleveland Guardians,3,0,T-Mobile Park
718771,2023-03-31,2023,Miami Marlins,New York Mets,2,1,loanDepot park
718764,2023-03-31,2023,Houston Astros,Chicago White Sox,6,3,Minute Maid Park
718766,2023-03-31,2023,San Diego Padres,Colorado Rockies,1,4,Petco Park
718765,2023-03-31,2023,Los Angeles Dodgers,Arizona Diamondbacks,1,2,Dodger Stadium
718763,2023-03-31,2023,Seattle Mariners,Cleveland Guardians,4,9,T-Mobile Park
718760,2023-04-01,2023,Houston Astros,Chicago White Sox,6,4,Minute Maid Park
718759,2023-04-01,2023,St. Louis Cardinals,Toronto Blue Jays,4,1,Busch Stadium
718758,2023-04-01,2023,Chicago Cubs,Milwaukee Brewers,1,3,Wrigley Field
718752,2023-04-01,2023,Texas Rangers,Philadelphia Phillies,16,3,Globe Life Field
718753,2023-04-01,2023,Washington Nationals,Atlanta Braves,1,7,Nationals Park
718762,2023-04-01,2023,New York Yankees,San Francisco Giants,5,7,Yankee Stadium
718757,2023-04-01,2023,Oakland Athletics,Los Angeles Angels,1,13,Oakland Coliseum
718761,2023-04-01,2023,Boston Red Sox,Baltimore Orioles,9,8,Fenway Park
718756,2023-04-01,2023,Cincinnati Reds,Pittsburgh Pirates,6,2,Great American Ball Park
718754,2023-04-01,2023,Tampa Bay Rays,Detroit Tigers,12,2,Tropicana Field
718751,2023-04-01,2023,Kansas City Royals,Minnesota Twins,0,2,Kauffman Stadium
718755,2023-04-01,2023,Miami Marlins,New York Mets,2,6,loanDepot park
718750,2023-04-01,2023,San Diego Padres,Colorado Rockies,8,4,Petco Park
718749,2023-04-01,2023,Los Angeles Dodgers,Arizona Diamondbacks,10,1,Dodger Stadium
718746,2023-04-01,2023,Seattle Mariners,Cleveland Guardians,0,2,T-Mobile Park
718742,2023-04-02,2023,Tampa Bay Rays,Detroit Tigers,5,1,Tropicana Field
718748,2023-04-02,2023,Boston Red Sox,Baltimore Orioles,9,5,Fenway Park
718743,2023-04-02,2023,Washington Nationals,Atlanta Braves,4,1,Nationals Park
718747,2023-04-02,2023,New York Yankees,San Francisco Giants,6,0,Yankee Stadium
718744,2023-04-02,2023,Cincinnati Reds,Pittsburgh Pirates,3,1,Great American Ball Park
718741,2023-04-02,2023,Miami Marlins,New York Mets,1,5,loanDepot park
718745,2023-04-02,2023,Kansas City Royals,Minnesota Twins,4,7,Kauffman Stadium
718740,2023-04-02,2023,Houston Astros,Chicago White Sox,3,6,Minute Maid Park
718737,2023-04-02,2023,St. Louis Cardinals,Toronto Blue Jays,9,4,Busch Stadium
718738,2023-04-02,2023,Chicago Cubs,Milwaukee Brewers,5,9,Wrigley Field
718734,2023-04-02,2023,Oakland Athletics,Los Angeles Angels,0,6,Oakland Coliseum
718736,2023-04-02,2023,Los Angeles Dodgers,Arizona Diamondbacks,1,2,Dodger Stadium
718733,2023-04-02,2023,San Diego Padres,Colorado Rockies,3,1,Petco Park
718735,2023-04-02,2023,Seattle Mariners,Cleveland Guardians,5,6,T-Mobile Park
718739,2023-04-02,2023,Texas Rangers,Philadelphia Phillies,2,1,Globe Life Field
718731,2023-04-03,2023,Milwaukee Brewers,New York Mets,10,0,American Family Field
718730,2023-04-03,2023,Chicago White Sox,San Francisco Giants,3,12,Guaranteed Rate Field
718728,2023-04-03,2023,Cincinnati Reds,Chicago Cubs,7,6,Great American Ball Park
718729,2023-04-03,2023,Miami Marlins,Minnesota Twins,1,11,loanDepot park
718732,2023-04-03,2023,Washington Nationals,Tampa Bay Rays,2,6,Nationals Park
718725,2023-04-03,2023,New York Yankees,Philadelphia Phillies,8,1,Yankee Stadium
718724,2023-04-03,2023,Boston Red Sox,Pittsburgh Pirates,6,7,Fenway Park
718719,2023-04-03,2023,Kansas City Royals,Toronto Blue Jays,9,5,Kauffman Stadium
718727,2023-04-03,2023,St. Louis Cardinals,Atlanta Braves,4,8,Busch Stadium
718726,2023-04-03,2023,Texas Rangers,Baltimore Orioles,0,2,Globe Life Field
718723,2023-04-03,2023,Houston Astros,Detroit Tigers,6,7,Minute Maid Park
718721,2023-04-03,2023,Oakland Athletics,Cleveland Guardians,11,12,Oakland Coliseum
718722,2023-04-03,2023,San Diego Padres,Arizona Diamondbacks,5,4,Petco Park
718720,2023-04-03,2023,Seattle Mariners,Los Angeles Angels,3,7,T-Mobile Park
718718,2023-04-03,2023,Los Angeles Dodgers,Colorado Rockies,13,4,Dodger Stadium
718717,2023-04-04,2023,San Diego Padres,Arizona Diamondbacks,6,8,Petco Park
718716,2023-04-04,2023,Cincinnati Reds,Chicago Cubs,5,12,Great American Ball Park
718714,2023-04-04,2023,Miami Marlins,Minnesota Twins,1,0,loanDepot park
718715,2023-04-04,2023,Washington Nationals,Tampa Bay Rays,6,10,Nationals Park
718710,2023-04-04,2023,New York Yankees,Philadelphia Phillies,1,4,Yankee Stadium
718713,2023-04-04,2023,Boston Red Sox,Pittsburgh Pirates,1,4,Fenway Park
718708,2023-04-04,2023,Kansas City Royals,Toronto Blue Jays,1,4,Kauffman Stadium
718712,2023-04-04,2023,Milwaukee Brewers,New York Mets,9,0,American Family Field
718711,2023-04-04,2023,St. Louis Cardinals,Atlanta Braves,1,4,Busch Stadium
718709,2023-04-04,2023,Texas Rangers,Baltimore Orioles,2,7,Globe Life Field
718705,2023-04-04,2023,Houston Astros,Detroit Tigers,3,6,Minute Maid Park
718707,2023-04-04,2023,Oakland Athletics,Cleveland Guardians,4,3,Oakland Coliseum
718706,2023-04-04,2023,Seattle Mariners,Los Angeles Angels,11,2,T-Mobile Park
718703,2023-04-04,2023,Los Angeles Dodgers,Colorado Rockies,5,2,Dodger Stadium
718704,2023-04-05,2023,Washington Nationals,Tampa Bay Rays,2,7,Nationals Park
718699,2023-04-05,2023,New York Yankees,Philadelphia Phillies,4,2,Yankee Stadium
718701,2023-04-05,2023,Miami Marlins,Minnesota Twins,5,2,loanDepot park
718697,2023-04-05,2023,St. Louis Cardinals,Atlanta Braves,2,5,Busch Stadium
718702,2023-04-05,2023,Boston Red Sox,Pittsburgh Pirates,1,4,Fenway Park
718698,2023-04-05,2023,Milwaukee Brewers,New York Mets,7,6,American Family Field
718694,2023-04-05,2023,Texas Rangers,Baltimore Orioles,5,2,Globe Life Field
718696,2023-04-05,2023,Houston Astros,Detroit Tigers,8,2,Minute Maid Park
718695,2023-04-05,2023,Chicago White Sox,San Francisco Giants,7,3,Guaranteed Rate Field
718689,2023-04-05,2023,Oakland Athletics,Cleveland Guardians,4,6,Oakland Coliseum
718691,2023-04-05,2023,Seattle Mariners,Los Angeles Angels,3,4,T-Mobile Park
718692,2023-04-05,2023,Kansas City Royals,Toronto Blue Jays,0,3,Kauffman Stadium
718690,2023-04-06,2023,Detroit Tigers,Boston Red Sox,3,6,Comerica Park
718686,2023-04-06,2023,Kansas City Royals,Toronto Blue Jays,3,6,Kauffman Stadium
718687,2023-04-06,2023,Chicago White Sox,San Francisco Giants,6,16,Guaranteed Rate Field
718682,2023-04-06,2023,Colorado Rockies,Washington Nationals,1,0,Coors Field
718681,2023-04-06,2023,Atlanta Braves,San Diego Padres,7,6,Truist Park
718683,2023-04-06,2023,Arizona Diamondbacks,Los Angeles Dodgers,2,5,Chase Field
718693,2023-04-07,2023,New York Mets,Miami Marlins,9,3,Citi Field
718675,2023-04-07,2023,Chicago Cubs,Texas Rangers,2,0,Wrigley Field
718685,2023-04-07,2023,Philadelphia Phillies,Cincinnati Reds,5,2,Citizens Bank Park
718688,2023-04-07,2023,Baltimore Orioles,New York Yankees,7,6,Oriole Park at Camden Yards
718677,2023-04-07,2023,Cleveland Guardians,Seattle Mariners,3,5,Progressive Field
718684,2023-04-07,2023,Minnesota Twins,Houston Astros,3,2,Target Field
718679,2023-04-07,2023,Pittsburgh Pirates,Chicago White Sox,13,9,PNC Park
718680,2023-04-07,2023,San Francisco Giants,Kansas City Royals,1,3,Oracle Park
718678,2023-04-07,2023,Tampa Bay Rays,Oakland Athletics,9,5,Tropicana Field
718676,2023-04-07,2023,Atlanta Braves,San Diego Padres,4,5,Truist Park
718674,2023-04-07,2023,Milwaukee Brewers,St. Louis Cardinals,4,0,American Family Field
718673,2023-04-07,2023,Colorado Rockies,Washington Nationals,5,10,Coors Field
718670,2023-04-07,2023,Los Angeles Angels,Toronto Blue Jays,3,4,Angel Stadium
718671,2023-04-07,2023,Arizona Diamondbacks,Los Angeles Dodgers,6,3,Chase Field
718666,2023-04-08,2023,Minnesota Twins,Houston Astros,9,6,Target Field
718672,2023-04-08,2023,San Francisco Giants,Kansas City Royals,5,6,Oracle Park
718669,2023-04-08,2023,Chicago Cubs,Texas Rangers,10,3,Wrigley Field
718668,2023-04-08,2023,Philadelphia Phillies,Cincinnati Reds,3,2,Citizens Bank Park
718667,2023-04-08,2023,Detroit Tigers,Boston Red Sox,5,14,Comerica Park
718665,2023-04-08,2023,Tampa Bay Rays,Oakland Athletics,11,0,Tropicana Field
718661,2023-04-08,2023,New York Mets,Miami Marlins,5,2,Citi Field
718663,2023-04-08,2023,Cleveland Guardians,Seattle Mariners,2,3,Progressive Field
718662,2023-04-08,2023,Pittsburgh Pirates,Chicago White Sox,5,11,PNC Park
718664,2023-04-08,2023,Baltimore Orioles,New York Yankees,1,4,Oriole Park at Camden Yards
718660,2023-04-08,2023,Milwaukee Brewers,St. Louis Cardinals,0,6,American Family Field
718659,2023-04-08,2023,Atlanta Braves,San Diego Padres,1,4,Truist Park
718656,2023-04-08,2023,Arizona Diamondbacks,Los Angeles Dodgers,12,8,Chase Field
718658,2023-04-08,2023,Colorado Rockies,Washington Nationals,6,7,Coors Field
718657,2023-04-08,2023,Los Angeles Angels,Toronto Blue Jays,9,5,Angel Stadium
718652,2023-04-09,2023,Philadelphia Phillies,Cincinnati Reds,4,6,Citizens Bank Park
718654,2023-04-09,2023,Detroit Tigers,Boston Red Sox,1,4,Comerica Park
718655,2023-04-09,2023,Tampa Bay Rays,Oakland Athletics,11,0,Tropicana Field
718653,2023-04-09,2023,Pittsburgh Pirates,Chicago White Sox,1,0,PNC Park
718651,2023-04-09,2023,Baltimore Orioles,New York Yankees,3,5,Oriole Park at Camden Yards
718646,2023-04-09,2023,Cleveland Guardians,Seattle Mariners,7,6,Progressive Field
718647,2023-04-09,2023,New York Mets,Miami Marlins,2,7,Citi Field
718649,2023-04-09,2023,Minnesota Twins,Houston Astros,1,5,Target Field
718650,2023-04-09,2023,Milwaukee Brewers,St. Louis Cardinals,6,1,American Family Field
718642,2023-04-09,2023,Chicago Cubs,Texas Rangers,2,8,Wrigley Field
718645,2023-04-09,2023,Colorado Rockies,Washington Nationals,7,6,Coors Field
718643,2023-04-09,2023,San Francisco Giants,Kansas City Royals,3,1,Oracle Park
718644,2023-04-09,2023,Los Angeles Angels,Toronto Blue Jays,11,12,Angel Stadium
718639,2023-04-09,2023,Arizona Diamondbacks,Los Angeles Dodgers,11,6,Chase Field
718648,2023-04-09,2023,Atlanta Braves,San Diego Padres,2,10,Truist Park
718640,2023-04-10,2023,Minnesota Twins,Chicago White Sox,3,4,Target Field
718637,2023-04-10,2023,Cleveland Guardians,New York Yankees,3,2,Progressive Field
718635,2023-04-10,2023,Baltimore Orioles,Oakland Athletics,5,1,Oriole Park at Camden Yards
718632,2023-04-10,2023,Pittsburgh Pirates,Houston Astros,2,8,PNC Park
718638,2023-04-10,2023,Tampa Bay Rays,Boston Red Sox,1,0,Tropicana Field
718633,2023-04-10,2023,Philadelphia Phillies,Miami Marlins,15,3,Citizens Bank Park
718634,2023-04-10,2023,New York Mets,San Diego Padres,5,0,Citi Field
718636,2023-04-10,2023,Atlanta Braves,Cincinnati Reds,5,4,Truist Park
718628,2023-04-10,2023,Chicago Cubs,Seattle Mariners,3,2,Wrigley Field
718630,2023-04-10,2023,Texas Rangers,Kansas City Royals,11,2,Globe Life Field
718629,2023-04-10,2023,Colorado Rockies,St. Louis Cardinals,7,4,Coors Field
718631,2023-04-10,2023,Los Angeles Angels,Washington Nationals,4,6,Angel Stadium
718627,2023-04-10,2023,Arizona Diamondbacks,Milwaukee Brewers,3,0,Chase Field
718641,2023-04-10,2023,San Francisco Giants,Los Angeles Dodgers,1,9,Oracle Park
718626,2023-04-11,2023,Cleveland Guardians,New York Yankees,2,11,Progressive Field
718618,2023-04-11,2023,Baltimore Orioles,Oakland Athletics,12,8,Oriole Park at Camden Yards
718623,2023-04-11,2023,Pittsburgh Pirates,Houston Astros,7,4,PNC Park
718625,2023-04-11,2023,Tampa Bay Rays,Boston Red Sox,7,2,Tropicana Field
718619,2023-04-11,2023,Philadelphia Phillies,Miami Marlins,4,8,Citizens Bank Park
718622,2023-04-11,2023,Toronto Blue Jays,Detroit Tigers,9,3,Rogers Centre
718621,2023-04-11,2023,New York Mets,San Diego Padres,2,4,Citi Field
718620,2023-04-11,2023,Atlanta Braves,Cincinnati Reds,7,6,Truist Park
718617,2023-04-11,2023,Chicago Cubs,Seattle Mariners,14,9,Wrigley Field
718616,2023-04-11,2023,Minnesota Twins,Chicago White Sox,4,3,Target Field
718615,2023-04-11,2023,Texas Rangers,Kansas City Royals,8,5,Globe Life Field
718613,2023-04-11,2023,Colorado Rockies,St. Louis Cardinals,6,9,Coors Field
718614,2023-04-11,2023,Los Angeles Angels,Washington Nationals,2,0,Angel Stadium
718611,2023-04-11,2023,Arizona Diamondbacks,Milwaukee Brewers,1,7,Chase Field
718624,2023-04-11,2023,San Francisco Giants,Los Angeles Dodgers,5,0,Oracle Park
718608,2023-04-12,2023,Pittsburgh Pirates,Houston Astros,0,7,PNC Park
718610,2023-04-12,2023,New York Mets,San Diego Padres,5,2,Citi Field
718605,2023-04-12,2023,Minnesota Twins,Chicago White Sox,3,1,Target Field
718604,2023-04-12,2023,Cleveland Guardians,New York Yankees,3,4,Progressive Field
718606,2023-04-12,2023,Chicago Cubs,Seattle Mariners,2,5,Wrigley Field
718607,2023-04-12,2023,Colorado Rockies,St. Louis Cardinals,4,7,Coors Field
718598,2023-04-12,2023,Arizona Diamondbacks,Milwaukee Brewers,7,3,Chase Field
718609,2023-04-12,2023,Philadelphia Phillies,Miami Marlins,2,3,Citizens Bank Park
718602,2023-04-12,2023,Los Angeles Angels,Washington Nationals,3,2,Angel Stadium
718599,2023-04-12,2023,Baltimore Orioles,Oakland Athletics,4,8,Oriole Park at Camden Yards
718600,2023-04-12,2023,Tampa Bay Rays,Boston Red Sox,9,7,Tropicana Field
718603,2023-04-12,2023,Toronto Blue Jays,Detroit Tigers,4,3,Rogers Centre
718601,2023-04-12,2023,Atlanta Braves,Cincinnati Reds,5,4,Truist Park
718595,2023-04-12,2023,Texas Rangers,Kansas City Royals,1,10,Globe Life Field
718612,2023-04-12,2023,San Francisco Giants,Los Angeles Dodgers,5,10,Oracle Park
718596,2023-04-13,2023,Baltimore Orioles,Oakland Athletics,8,7,Oriole Park at Camden Yards
718594,2023-04-13,2023,Tampa Bay Rays,Boston Red Sox,9,3,Tropicana Field
718597,2023-04-13,2023,Cincinnati Reds,Philadelphia Phillies,6,2,Great American Ball Park
718590,2023-04-13,2023,New York Yankees,Minnesota Twins,2,11,Yankee Stadium
718593,2023-04-13,2023,Toronto Blue Jays,Detroit Tigers,1,3,Rogers Centre
718591,2023-04-13,2023,St. Louis Cardinals,Pittsburgh Pirates,0,5,Busch Stadium
718589,2023-04-13,2023,San Diego Padres,Milwaukee Brewers,3,4,Petco Park
718585,2023-04-14,2023,Detroit Tigers,San Francisco Giants,7,5,Comerica Park
718586,2023-04-14,2023,Cincinnati Reds,Philadelphia Phillies,3,8,Great American Ball Park
718584,2023-04-14,2023,Miami Marlins,Arizona Diamondbacks,5,1,loanDepot park
718592,2023-04-14,2023,Washington Nationals,Cleveland Guardians,3,4,Nationals Park
718588,2023-04-14,2023,New York Yankees,Minnesota Twins,3,4,Yankee Stadium
718587,2023-04-14,2023,Toronto Blue Jays,Tampa Bay Rays,6,3,Rogers Centre
718580,2023-04-14,2023,Boston Red Sox,Los Angeles Angels,5,3,Fenway Park
718583,2023-04-14,2023,Chicago White Sox,Baltimore Orioles,3,6,Guaranteed Rate Field
718581,2023-04-14,2023,Houston Astros,Texas Rangers,2,6,Minute Maid Park
718579,2023-04-14,2023,Kansas City Royals,Atlanta Braves,3,10,Kauffman Stadium
718582,2023-04-14,2023,St. Louis Cardinals,Pittsburgh Pirates,3,0,Busch Stadium
718578,2023-04-14,2023,Oakland Athletics,New York Mets,6,17,Oakland Coliseum
718574,2023-04-14,2023,San Diego Padres,Milwaukee Brewers,2,11,Petco Park
718575,2023-04-14,2023,Los Angeles Dodgers,Chicago Cubs,2,8,Dodger Stadium
718577,2023-04-14,2023,Seattle Mariners,Colorado Rockies,5,3,T-Mobile Park
718572,2023-04-15,2023,New York Yankees,Minnesota Twins,6,1,Yankee Stadium
718571,2023-04-15,2023,Detroit Tigers,San Francisco Giants,7,6,Comerica Park
718570,2023-04-15,2023,Chicago White Sox,Baltimore Orioles,7,6,Guaranteed Rate Field
718568,2023-04-15,2023,St. Louis Cardinals,Pittsburgh Pirates,3,6,Busch Stadium
718569,2023-04-15,2023,Toronto Blue Jays,Tampa Bay Rays,5,2,Rogers Centre
718573,2023-04-15,2023,Washington Nationals,Cleveland Guardians,4,6,Nationals Park
718560,2023-04-15,2023,San Diego Padres,Milwaukee Brewers,10,3,Petco Park
718565,2023-04-15,2023,Oakland Athletics,New York Mets,2,3,Oakland Coliseum
718576,2023-04-15,2023,Boston Red Sox,Los Angeles Angels,9,7,Fenway Park
718566,2023-04-15,2023,Cincinnati Reds,Philadelphia Phillies,13,0,Great American Ball Park
718563,2023-04-15,2023,Kansas City Royals,Atlanta Braves,3,9,Kauffman Stadium
718567,2023-04-15,2023,Miami Marlins,Arizona Diamondbacks,3,2,loanDepot park
718562,2023-04-15,2023,Houston Astros,Texas Rangers,8,2,Minute Maid Park
718564,2023-04-15,2023,Los Angeles Dodgers,Chicago Cubs,2,1,Dodger Stadium
718561,2023-04-15,2023,Seattle Mariners,Colorado Rockies,9,2,T-Mobile Park
718559,2023-04-16,2023,Boston Red Sox,Los Angeles Angels,2,1,Fenway Park
718555,2023-04-16,2023,Washington Nationals,Cleveland Guardians,7,6,Nationals Park
718557,2023-04-16,2023,New York Yankees,Minnesota Twins,2,0,Yankee Stadium
718556,2023-04-16,2023,Toronto Blue Jays,Tampa Bay Rays,1,8,Rogers Centre
718554,2023-04-16,2023,Cincinnati Reds,Philadelphia Phillies,3,14,Great American Ball Park
718550,2023-04-16,2023,Miami Marlins,Arizona Diamondbacks,0,5,loanDepot park
718551,2023-04-16,2023,Kansas City Royals,Atlanta Braves,4,5,Kauffman Stadium
718553,2023-04-16,2023,Chicago White Sox,Baltimore Orioles,4,8,Guaranteed Rate Field
718548,2023-04-16,2023,St. Louis Cardinals,Pittsburgh Pirates,5,4,Busch Stadium
718546,2023-04-16,2023,Oakland Athletics,New York Mets,3,4,Oakland Coliseum
718547,2023-04-16,2023,Los Angeles Dodgers,Chicago Cubs,2,3,Dodger Stadium
718545,2023-04-16,2023,Seattle Mariners,Colorado Rockies,1,0,T-Mobile Park
718549,2023-04-16,2023,San Diego Padres,Milwaukee Brewers,0,1,Petco Park
718552,2023-04-16,2023,Houston Astros,Texas Rangers,1,9,Minute Maid Park
718540,2023-04-17,2023,Boston Red Sox,Los Angeles Angels,4,5,Fenway Park
718542,2023-04-17,2023,Cincinnati Reds,Tampa Bay Rays,8,1,Great American Ball Park
718544,2023-04-17,2023,Miami Marlins,San Francisco Giants,4,3,loanDepot park
718539,2023-04-17,2023,Kansas City Royals,Texas Rangers,0,4,Kauffman Stadium
718538,2023-04-17,2023,St. Louis Cardinals,Arizona Diamondbacks,3,6,Busch Stadium
718537,2023-04-17,2023,Houston Astros,Toronto Blue Jays,9,2,Minute Maid Park
718535,2023-04-17,2023,Colorado Rockies,Pittsburgh Pirates,3,14,Coors Field
718536,2023-04-17,2023,Oakland Athletics,Chicago Cubs,1,10,Oakland Coliseum
718533,2023-04-17,2023,San Diego Padres,Atlanta Braves,0,2,Petco Park
718534,2023-04-17,2023,Seattle Mariners,Milwaukee Brewers,3,7,T-Mobile Park
718532,2023-04-17,2023,Los Angeles Dodgers,New York Mets,6,8,Dodger Stadium
718530,2023-04-18,2023,Detroit Tigers,Cleveland Guardians,4,3,Comerica Park
718541,2023-04-18,2023,Detroit Tigers,Cleveland Guardians,1,0,Comerica Park
718525,2023-04-18,2023,Chicago White Sox,Philadelphia Phillies,4,7,Guaranteed Rate Field
718543,2023-04-18,2023,Chicago White Sox,Philadelphia Phillies,3,0,Guaranteed Rate Field
718526,2023-04-18,2023,Cincinnati Reds,Tampa Bay Rays,0,10,Great American Ball Park
718528,2023-04-18,2023,Miami Marlins,San Francisco Giants,4,2,loanDepot park
718531,2023-04-18,2023,Washington Nationals,Baltimore Orioles,0,1,Nationals Park
718529,2023-04-18,2023,New York Yankees,Los Angeles Angels,2,5,Yankee Stadium
718524,2023-04-18,2023,Boston Red Sox,Minnesota Twins,5,4,Fenway Park
718522,2023-04-18,2023,Kansas City Royals,Texas Rangers,2,12,Kauffman Stadium
718527,2023-04-18,2023,St. Louis Cardinals,Arizona Diamondbacks,7,8,Busch Stadium
718520,2023-04-18,2023,Houston Astros,Toronto Blue Jays,2,4,Minute Maid Park
718521,2023-04-18,2023,Colorado Rockies,Pittsburgh Pirates,3,5,Coors Field
718523,2023-04-18,2023,Oakland Athletics,Chicago Cubs,0,4,Oakland Coliseum
718519,2023-04-18,2023,San Diego Padres,Atlanta Braves,1,8,Petco Park
718517,2023-04-18,2023,Seattle Mariners,Milwaukee Brewers,5,6,T-Mobile Park
718516,2023-04-18,2023,Los Angeles Dodgers,New York Mets,5,0,Dodger Stadium
718515,2023-04-19,2023,Cincinnati Reds,Tampa Bay Rays,0,8,Great American Ball Park
718513,2023-04-19,2023,Detroit Tigers,Cleveland Guardians,2,3,Comerica Park
718511,2023-04-19,2023,Miami Marlins,San Francisco Giants,2,5,loanDepot park
718512,2023-04-19,2023,St. Louis Cardinals,Arizona Diamondbacks,14,5,Busch Stadium
718514,2023-04-19,2023,Kansas City Royals,Texas Rangers,3,12,Kauffman Stadium
718510,2023-04-19,2023,Chicago White Sox,Philadelphia Phillies,2,5,Guaranteed Rate Field
718508,2023-04-19,2023,Los Angeles Dodgers,New York Mets,3,5,Dodger Stadium
718509,2023-04-19,2023,Colorado Rockies,Pittsburgh Pirates,3,14,Coors Field
718506,2023-04-19,2023,Oakland Athletics,Chicago Cubs,2,12,Oakland Coliseum
718507,2023-04-19,2023,San Diego Padres,Atlanta Braves,1,0,Petco Park
718502,2023-04-19,2023,Seattle Mariners,Milwaukee Brewers,3,5,T-Mobile Park
718518,2023-04-19,2023,Washington Nationals,Baltimore Orioles,0,4,Nationals Park
718504,2023-04-19,2023,New York Yankees,Los Angeles Angels,3,2,Yankee Stadium
718505,2023-04-19,2023,Boston Red Sox,Minnesota Twins,4,10,Fenway Park
718501,2023-04-19,2023,Houston Astros,Toronto Blue Jays,8,1,Minute Maid Park
718497,2023-04-20,2023,Boston Red Sox,Minnesota Twins,11,5,Fenway Park
718496,2023-04-20,2023,New York Yankees,Los Angeles Angels,9,3,Yankee Stadium
718500,2023-04-20,2023,Pittsburgh Pirates,Cincinnati Reds,4,3,PNC Park
718498,2023-04-20,2023,Philadelphia Phillies,Colorado Rockies,0,5,Citizens Bank Park
718499,2023-04-20,2023,Chicago Cubs,Los Angeles Dodgers,2,6,Wrigley Field
718494,2023-04-20,2023,Arizona Diamondbacks,San Diego Padres,5,7,Chase Field
718503,2023-04-20,2023,San Francisco Giants,New York Mets,4,9,Oracle Park
718491,2023-04-21,2023,Chicago Cubs,Los Angeles Dodgers,13,0,Wrigley Field
718492,2023-04-21,2023,Pittsburgh Pirates,Cincinnati Reds,4,2,PNC Park
718486,2023-04-21,2023,Tampa Bay Rays,Chicago White Sox,8,7,Tropicana Field
718495,2023-04-21,2023,Baltimore Orioles,Detroit Tigers,2,1,Oriole Park at Camden Yards
718493,2023-04-21,2023,Philadelphia Phillies,Colorado Rockies,4,3,Citizens Bank Park
718487,2023-04-21,2023,New York Yankees,Toronto Blue Jays,1,6,Yankee Stadium
718489,2023-04-21,2023,Atlanta Braves,Houston Astros,4,6,Truist Park
718490,2023-04-21,2023,Texas Rangers,Oakland Athletics,4,5,Globe Life Field
718482,2023-04-21,2023,Minnesota Twins,Washington Nationals,2,3,Target Field
718483,2023-04-21,2023,Milwaukee Brewers,Boston Red Sox,3,5,American Family Field
718485,2023-04-21,2023,Los Angeles Angels,Kansas City Royals,2,0,Angel Stadium
718484,2023-04-21,2023,Arizona Diamondbacks,San Diego Padres,9,0,Chase Field
718481,2023-04-21,2023,Seattle Mariners,St. Louis Cardinals,5,2,T-Mobile Park
718480,2023-04-21,2023,San Francisco Giants,New York Mets,0,7,Oracle Park
718476,2023-04-22,2023,New York Yankees,Toronto Blue Jays,3,2,Yankee Stadium
718468,2023-04-22,2023,Minnesota Twins,Washington Nationals,4,10,Target Field
718479,2023-04-22,2023,Chicago Cubs,Los Angeles Dodgers,4,9,Wrigley Field
718475,2023-04-22,2023,Philadelphia Phillies,Colorado Rockies,4,3,Citizens Bank Park
718473,2023-04-22,2023,Cleveland Guardians,Miami Marlins,1,6,Progressive Field
718488,2023-04-22,2023,Cleveland Guardians,Miami Marlins,2,3,Progressive Field
718478,2023-04-22,2023,San Francisco Giants,New York Mets,7,4,Oracle Park
718477,2023-04-22,2023,Tampa Bay Rays,Chicago White Sox,4,3,Tropicana Field
718474,2023-04-22,2023,Pittsburgh Pirates,Cincinnati Reds,2,1,PNC Park
718472,2023-04-22,2023,Baltimore Orioles,Detroit Tigers,5,1,Oriole Park at Camden Yards
718469,2023-04-22,2023,Texas Rangers,Oakland Athletics,18,3,Globe Life Field
718470,2023-04-22,2023,Milwaukee Brewers,Boston Red Sox,5,4,American Family Field
718471,2023-04-22,2023,Atlanta Braves,Houston Astros,3,6,Truist Park
718467,2023-04-22,2023,Arizona Diamondbacks,San Diego Padres,3,5,Chase Field
718466,2023-04-22,2023,Los Angeles Angels,Kansas City Royals,8,11,Angel Stadium
718464,2023-04-22,2023,Seattle Mariners,St. Louis Cardinals,5,4,T-Mobile Park
718458,2023-04-23,2023,Philadelphia Phillies,Colorado Rockies,9,3,Citizens Bank Park
718459,2023-04-23,2023,Baltimore Orioles,Detroit Tigers,2,1,Oriole Park at Camden Yards
