game_id,game_date,season,home_team,away_team,home_score,away_score,venue
746733,2024-04-05,2024,Cincinnati Reds,New York Mets,2,3,Great American Ball Park
744874,2024-04-05,2024,Washington Nationals,Philadelphia Phillies,0,4,Nationals Park
747143,2024-04-05,2024,Atlanta Braves,Arizona Diamondbacks,6,5,Truist Park
746328,2024-04-05,2024,Kansas City Royals,Chicago White Sox,2,1,Kauffman Stadium
745033,2024-04-05,2024,Texas Rangers,Houston Astros,10,2,Globe Life Field
746007,2024-04-05,2024,Milwaukee Brewers,Seattle Mariners,6,5,American Family Field
746249,2024-04-05,2024,Los Angeles Angels,Boston Red Sox,6,8,Angel Stadium
746498,2024-04-06,2024,Detroit Tigers,Oakland Athletics,0,4,Comerica Park
745926,2024-04-06,2024,Minnesota Twins,Cleveland Guardians,1,3,Target Field
745197,2024-04-06,2024,St. Louis Cardinals,Miami Marlins,3,1,Busch Stadium
746896,2024-04-06,2024,Chicago Cubs,Los Angeles Dodgers,1,4,Wrigley Field
745522,2024-04-06,2024,Pittsburgh Pirates,Baltimore Orioles,5,4,PNC Park
744873,2024-04-06,2024,Washington Nationals,Philadelphia Phillies,2,5,Nationals Park
746731,2024-04-06,2024,Cincinnati Reds,New York Mets,9,6,Great American Ball Park
745031,2024-04-06,2024,Texas Rangers,Houston Astros,7,2,Globe Life Field
745766,2024-04-06,2024,New York Yankees,Toronto Blue Jays,9,8,Yankee Stadium
746329,2024-04-06,2024,Kansas City Royals,Chicago White Sox,3,0,Kauffman Stadium
746006,2024-04-06,2024,Milwaukee Brewers,Seattle Mariners,3,5,American Family Field
747140,2024-04-06,2024,Atlanta Braves,Arizona Diamondbacks,9,8,Truist Park
746575,2024-04-06,2024,Colorado Rockies,Tampa Bay Rays,6,8,Coors Field
745359,2024-04-06,2024,San Francisco Giants,San Diego Padres,0,4,Oracle Park
746248,2024-04-06,2024,Los Angeles Angels,Boston Red Sox,2,1,Angel Stadium
745523,2024-04-07,2024,Pittsburgh Pirates,Baltimore Orioles,3,2,PNC Park
744871,2024-04-07,2024,Washington Nationals,Philadelphia Phillies,3,2,Nationals Park
747141,2024-04-07,2024,Atlanta Braves,Arizona Diamondbacks,5,2,Truist Park
745765,2024-04-07,2024,New York Yankees,Toronto Blue Jays,8,3,Yankee Stadium
746734,2024-04-07,2024,Cincinnati Reds,New York Mets,1,3,Great American Ball Park
746493,2024-04-07,2024,Detroit Tigers,Oakland Athletics,1,7,Comerica Park
746330,2024-04-07,2024,Kansas City Royals,Chicago White Sox,5,3,Kauffman Stadium
746003,2024-04-07,2024,Milwaukee Brewers,Seattle Mariners,12,4,American Family Field
745198,2024-04-07,2024,St. Louis Cardinals,Miami Marlins,3,10,Busch Stadium
746895,2024-04-07,2024,Chicago Cubs,Los Angeles Dodgers,8,1,Wrigley Field
746574,2024-04-07,2024,Colorado Rockies,Tampa Bay Rays,2,3,Coors Field
745362,2024-04-07,2024,San Francisco Giants,San Diego Padres,3,2,Oracle Park
746251,2024-04-07,2024,Los Angeles Angels,Boston Red Sox,2,12,Angel Stadium
745032,2024-04-07,2024,Texas Rangers,Houston Astros,1,3,Globe Life Field
746654,2024-04-08,2024,Cleveland Guardians,Chicago White Sox,4,0,Progressive Field
745761,2024-04-08,2024,New York Yankees,Miami Marlins,7,0,Yankee Stadium
745520,2024-04-08,2024,Pittsburgh Pirates,Detroit Tigers,7,4,PNC Park
746735,2024-04-08,2024,Cincinnati Reds,Milwaukee Brewers,10,8,Great American Ball Park
744956,2024-04-08,2024,Toronto Blue Jays,Seattle Mariners,5,2,Rogers Centre
747142,2024-04-08,2024,Atlanta Braves,New York Mets,7,8,Truist Park
745925,2024-04-08,2024,Minnesota Twins,Los Angeles Dodgers,2,4,Target Field
745194,2024-04-08,2024,St. Louis Cardinals,Philadelphia Phillies,3,5,Busch Stadium
745034,2024-04-08,2024,Texas Rangers,Houston Astros,5,10,Globe Life Field
746569,2024-04-08,2024,Colorado Rockies,Arizona Diamondbacks,7,5,Coors Field
746252,2024-04-08,2024,Los Angeles Angels,Tampa Bay Rays,7,1,Angel Stadium
745432,2024-04-08,2024,San Diego Padres,Chicago Cubs,9,8,Petco Park
745363,2024-04-08,2024,San Francisco Giants,Washington Nationals,1,8,Oracle Park
745517,2024-04-09,2024,Pittsburgh Pirates,Detroit Tigers,3,5,PNC Park
746981,2024-04-09,2024,Boston Red Sox,Baltimore Orioles,1,7,Fenway Park
746653,2024-04-09,2024,Cleveland Guardians,Chicago White Sox,5,7,Progressive Field
746732,2024-04-09,2024,Cincinnati Reds,Milwaukee Brewers,5,9,Great American Ball Park
745762,2024-04-09,2024,New York Yankees,Miami Marlins,3,2,Yankee Stadium
744957,2024-04-09,2024,Toronto Blue Jays,Seattle Mariners,5,3,Rogers Centre
747138,2024-04-09,2024,Atlanta Braves,New York Mets,6,5,Truist Park
746326,2024-04-09,2024,Kansas City Royals,Houston Astros,4,3,Kauffman Stadium
745924,2024-04-09,2024,Minnesota Twins,Los Angeles Dodgers,3,6,Target Field
745195,2024-04-09,2024,St. Louis Cardinals,Philadelphia Phillies,3,0,Busch Stadium
745030,2024-04-09,2024,Texas Rangers,Oakland Athletics,3,4,Globe Life Field
746571,2024-04-09,2024,Colorado Rockies,Arizona Diamondbacks,2,3,Coors Field
746250,2024-04-09,2024,Los Angeles Angels,Tampa Bay Rays,4,6,Angel Stadium
745357,2024-04-09,2024,San Francisco Giants,Washington Nationals,3,5,Oracle Park
745433,2024-04-09,2024,San Diego Padres,Chicago Cubs,1,5,Petco Park
745923,2024-04-10,2024,Minnesota Twins,Los Angeles Dodgers,3,2,Target Field
745196,2024-04-10,2024,St. Louis Cardinals,Philadelphia Phillies,3,4,Busch Stadium
744950,2024-04-10,2024,Toronto Blue Jays,Seattle Mariners,1,6,Rogers Centre
746573,2024-04-10,2024,Colorado Rockies,Arizona Diamondbacks,3,5,Coors Field
745355,2024-04-10,2024,San Francisco Giants,Washington Nationals,7,1,Oracle Park
746247,2024-04-10,2024,Los Angeles Angels,Tampa Bay Rays,2,4,Angel Stadium
746655,2024-04-10,2024,Cleveland Guardians,Chicago White Sox,7,6,Progressive Field
745429,2024-04-10,2024,San Diego Padres,Chicago Cubs,10,2,Petco Park
746728,2024-04-10,2024,Cincinnati Reds,Milwaukee Brewers,2,7,Great American Ball Park
745763,2024-04-10,2024,New York Yankees,Miami Marlins,2,5,Yankee Stadium
746980,2024-04-10,2024,Boston Red Sox,Baltimore Orioles,5,7,Fenway Park
746323,2024-04-10,2024,Kansas City Royals,Houston Astros,11,2,Kauffman Stadium
745024,2024-04-10,2024,Texas Rangers,Oakland Athletics,6,2,Globe Life Field
747137,2024-04-11,2024,Atlanta Braves,New York Mets,4,16,Truist Park
746322,2024-04-11,2024,Kansas City Royals,Houston Astros,13,3,Kauffman Stadium
745029,2024-04-11,2024,Texas Rangers,Oakland Athletics,0,1,Globe Life Field
745601,2024-04-11,2024,Philadelphia Phillies,Pittsburgh Pirates,5,1,Citizens Bank Park
746977,2024-04-11,2024,Boston Red Sox,Baltimore Orioles,4,9,Fenway Park
746491,2024-04-12,2024,Detroit Tigers,Minnesota Twins,8,2,Comerica Park
745596,2024-04-12,2024,Philadelphia Phillies,Pittsburgh Pirates,2,5,Citizens Bank Park
745112,2024-04-12,2024,Tampa Bay Rays,San Francisco Giants,2,1,Tropicana Field
747055,2024-04-12,2024,Baltimore Orioles,Milwaukee Brewers,1,11,Oriole Park at Camden Yards
744954,2024-04-12,2024,Toronto Blue Jays,Colorado Rockies,4,12,Rogers Centre
746978,2024-04-12,2024,Boston Red Sox,Los Angeles Angels,0,7,Fenway Park
745838,2024-04-12,2024,New York Mets,Kansas City Royals,6,1,Citi Field
746084,2024-04-12,2024,Miami Marlins,Atlanta Braves,1,8,loanDepot park
746812,2024-04-12,2024,Chicago White Sox,Cincinnati Reds,1,11,Guaranteed Rate Field
746408,2024-04-12,2024,Houston Astros,Texas Rangers,8,12,Minute Maid Park
745679,2024-04-12,2024,Oakland Athletics,Washington Nationals,2,1,Oakland Coliseum
745274,2024-04-12,2024,Seattle Mariners,Chicago Cubs,4,2,T-Mobile Park
747217,2024-04-12,2024,Arizona Diamondbacks,St. Louis Cardinals,6,9,Chase Field
746162,2024-04-12,2024,Los Angeles Dodgers,San Diego Padres,7,8,Dodger Stadium
746656,2024-04-13,2024,Cleveland Guardians,New York Yankees,2,3,Progressive Field
746658,2024-04-13,2024,Cleveland Guardians,New York Yankees,2,8,Progressive Field
746489,2024-04-13,2024,Detroit Tigers,Minnesota Twins,5,11,Comerica Park
746490,2024-04-13,2024,Detroit Tigers,Minnesota Twins,1,4,Comerica Park
745839,2024-04-13,2024,New York Mets,Kansas City Royals,7,11,Citi Field
746811,2024-04-13,2024,Chicago White Sox,Cincinnati Reds,0,5,Guaranteed Rate Field
744953,2024-04-13,2024,Toronto Blue Jays,Colorado Rockies,5,3,Rogers Centre
746405,2024-04-13,2024,Houston Astros,Texas Rangers,9,2,Minute Maid Park
745594,2024-04-13,2024,Philadelphia Phillies,Pittsburgh Pirates,4,3,Citizens Bank Park
747054,2024-04-13,2024,Baltimore Orioles,Milwaukee Brewers,5,11,Oriole Park at Camden Yards
745676,2024-04-13,2024,Oakland Athletics,Washington Nationals,1,3,Oakland Coliseum
746979,2024-04-13,2024,Boston Red Sox,Los Angeles Angels,7,2,Fenway Park
745110,2024-04-13,2024,Tampa Bay Rays,San Francisco Giants,2,11,Tropicana Field
746082,2024-04-13,2024,Miami Marlins,Atlanta Braves,5,1,loanDepot park
747215,2024-04-13,2024,Arizona Diamondbacks,St. Louis Cardinals,4,2,Chase Field
746161,2024-04-13,2024,Los Angeles Dodgers,San Diego Padres,5,2,Dodger Stadium
745272,2024-04-13,2024,Seattle Mariners,Chicago Cubs,1,4,T-Mobile Park
746975,2024-04-14,2024,Boston Red Sox,Los Angeles Angels,5,4,Fenway Park
745595,2024-04-14,2024,Philadelphia Phillies,Pittsburgh Pirates,2,9,Citizens Bank Park
747056,2024-04-14,2024,Baltimore Orioles,Milwaukee Brewers,6,4,Oriole Park at Camden Yards
744952,2024-04-14,2024,Toronto Blue Jays,Colorado Rockies,5,0,Rogers Centre
745841,2024-04-14,2024,New York Mets,Kansas City Royals,2,1,Citi Field
745113,2024-04-14,2024,Tampa Bay Rays,San Francisco Giants,9,4,Tropicana Field
746492,2024-04-14,2024,Detroit Tigers,Minnesota Twins,4,3,Comerica Park
746079,2024-04-14,2024,Miami Marlins,Atlanta Braves,7,9,loanDepot park
746648,2024-04-14,2024,Cleveland Guardians,New York Yankees,8,7,Progressive Field
746404,2024-04-14,2024,Houston Astros,Texas Rangers,8,5,Minute Maid Park
746810,2024-04-14,2024,Chicago White Sox,Cincinnati Reds,4,11,Guaranteed Rate Field
745681,2024-04-14,2024,Oakland Athletics,Washington Nationals,7,6,Oakland Coliseum
745271,2024-04-14,2024,Seattle Mariners,Chicago Cubs,2,3,T-Mobile Park
747216,2024-04-14,2024,Arizona Diamondbacks,St. Louis Cardinals,5,0,Chase Field
746164,2024-04-14,2024,Los Angeles Dodgers,San Diego Padres,3,6,Dodger Stadium
746974,2024-04-15,2024,Boston Red Sox,Cleveland Guardians,0,6,Fenway Park
747053,2024-04-15,2024,Baltimore Orioles,Minnesota Twins,7,4,Oriole Park at Camden Yards
746488,2024-04-15,2024,Detroit Tigers,Texas Rangers,0,1,Comerica Park
745597,2024-04-15,2024,Philadelphia Phillies,Colorado Rockies,2,1,Citizens Bank Park
746080,2024-04-15,2024,Miami Marlins,San Francisco Giants,3,4,loanDepot park
745106,2024-04-15,2024,Tampa Bay Rays,Los Angeles Angels,3,7,Tropicana Field
744951,2024-04-15,2024,Toronto Blue Jays,New York Yankees,3,1,Rogers Centre
745840,2024-04-15,2024,New York Mets,Pittsburgh Pirates,6,3,Citi Field
746813,2024-04-15,2024,Chicago White Sox,Kansas City Royals,0,2,Guaranteed Rate Field
746002,2024-04-15,2024,Milwaukee Brewers,San Diego Padres,3,7,American Family Field
746406,2024-04-15,2024,Houston Astros,Atlanta Braves,1,6,Minute Maid Park
747213,2024-04-15,2024,Arizona Diamondbacks,Chicago Cubs,2,3,Chase Field
745677,2024-04-15,2024,Oakland Athletics,St. Louis Cardinals,1,3,Oakland Coliseum
745268,2024-04-15,2024,Seattle Mariners,Cincinnati Reds,9,3,T-Mobile Park
746158,2024-04-15,2024,Los Angeles Dodgers,Washington Nationals,4,6,Dodger Stadium
746486,2024-04-16,2024,Detroit Tigers,Texas Rangers,4,2,Comerica Park
747051,2024-04-16,2024,Baltimore Orioles,Minnesota Twins,11,3,Oriole Park at Camden Yards
745593,2024-04-16,2024,Philadelphia Phillies,Colorado Rockies,5,0,Citizens Bank Park
746081,2024-04-16,2024,Miami Marlins,San Francisco Giants,6,3,loanDepot park
745108,2024-04-16,2024,Tampa Bay Rays,Los Angeles Angels,7,6,Tropicana Field
744944,2024-04-16,2024,Toronto Blue Jays,New York Yankees,5,4,Rogers Centre
746976,2024-04-16,2024,Boston Red Sox,Cleveland Guardians,7,10,Fenway Park
745837,2024-04-16,2024,New York Mets,Pittsburgh Pirates,3,1,Citi Field
746004,2024-04-16,2024,Milwaukee Brewers,San Diego Padres,3,6,American Family Field
746400,2024-04-16,2024,Houston Astros,Atlanta Braves,2,6,Minute Maid Park
747214,2024-04-16,2024,Arizona Diamondbacks,Chicago Cubs,12,11,Chase Field
745270,2024-04-16,2024,Seattle Mariners,Cincinnati Reds,3,1,T-Mobile Park
745674,2024-04-16,2024,Oakland Athletics,St. Louis Cardinals,2,3,Oakland Coliseum
746157,2024-04-16,2024,Los Angeles Dodgers,Washington Nationals,6,2,Dodger Stadium
746076,2024-04-17,2024,Miami Marlins,San Francisco Giants,1,3,loanDepot park
747049,2024-04-17,2024,Baltimore Orioles,Minnesota Twins,4,2,Oriole Park at Camden Yards
745836,2024-04-17,2024,New York Mets,Pittsburgh Pirates,9,1,Citi Field
746487,2024-04-17,2024,Detroit Tigers,Texas Rangers,4,5,Comerica Park
746005,2024-04-17,2024,Milwaukee Brewers,San Diego Padres,1,0,American Family Field
746401,2024-04-17,2024,Houston Astros,Atlanta Braves,4,5,Minute Maid Park
746807,2024-04-17,2024,Chicago White Sox,Kansas City Royals,2,4,Guaranteed Rate Field
746809,2024-04-17,2024,Chicago White Sox,Kansas City Royals,2,1,Guaranteed Rate Field
744948,2024-04-17,2024,Toronto Blue Jays,New York Yankees,4,6,Rogers Centre
746159,2024-04-17,2024,Los Angeles Dodgers,Washington Nationals,0,2,Dodger Stadium
745671,2024-04-17,2024,Oakland Athletics,St. Louis Cardinals,6,3,Oakland Coliseum
747212,2024-04-17,2024,Arizona Diamondbacks,Chicago Cubs,3,5,Chase Field
745267,2024-04-17,2024,Seattle Mariners,Cincinnati Reds,5,1,T-Mobile Park
745591,2024-04-17,2024,Philadelphia Phillies,Colorado Rockies,7,6,Citizens Bank Park
745105,2024-04-17,2024,Tampa Bay Rays,Los Angeles Angels,4,5,Tropicana Field
746973,2024-04-17,2024,Boston Red Sox,Cleveland Guardians,2,0,Fenway Park
745104,2024-04-18,2024,Tampa Bay Rays,Los Angeles Angels,2,1,Tropicana Field
746485,2024-04-18,2024,Detroit Tigers,Texas Rangers,7,9,Comerica Park
746970,2024-04-18,2024,Boston Red Sox,Cleveland Guardians,4,5,Fenway Park
745356,2024-04-18,2024,San Francisco Giants,Arizona Diamondbacks,5,0,Oracle Park
746892,2024-04-19,2024,Chicago Cubs,Miami Marlins,8,3,Wrigley Field
746729,2024-04-19,2024,Cincinnati Reds,Los Angeles Angels,7,1,Great American Ball Park
745518,2024-04-19,2024,Pittsburgh Pirates,Boston Red Sox,1,8,PNC Park
745592,2024-04-19,2024,Philadelphia Phillies,Chicago White Sox,7,0,Citizens Bank Park
744872,2024-04-19,2024,Washington Nationals,Houston Astros,3,5,Nationals Park
745758,2024-04-19,2024,New York Yankees,Tampa Bay Rays,5,3,Yankee Stadium
746650,2024-04-19,2024,Cleveland Guardians,Oakland Athletics,10,2,Progressive Field
747136,2024-04-19,2024,Atlanta Braves,Texas Rangers,8,3,Truist Park
746325,2024-04-19,2024,Kansas City Royals,Baltimore Orioles,9,4,Kauffman Stadium
745922,2024-04-19,2024,Minnesota Twins,Detroit Tigers,4,5,Target Field
745189,2024-04-19,2024,St. Louis Cardinals,Milwaukee Brewers,1,2,Busch Stadium
745430,2024-04-19,2024,San Diego Padres,Toronto Blue Jays,1,5,Petco Park
746160,2024-04-19,2024,Los Angeles Dodgers,New York Mets,4,9,Dodger Stadium
745352,2024-04-19,2024,San Francisco Giants,Arizona Diamondbacks,1,17,Oracle Park
745760,2024-04-20,2024,New York Yankees,Tampa Bay Rays,0,2,Yankee Stadium
745921,2024-04-20,2024,Minnesota Twins,Detroit Tigers,4,3,Target Field
745190,2024-04-20,2024,St. Louis Cardinals,Milwaukee Brewers,5,12,Busch Stadium
746893,2024-04-20,2024,Chicago Cubs,Miami Marlins,2,3,Wrigley Field
746891,2024-04-20,2024,Chicago Cubs,Miami Marlins,5,3,Wrigley Field
744865,2024-04-20,2024,Washington Nationals,Houston Astros,5,4,Nationals Park
746156,2024-04-20,2024,Los Angeles Dodgers,New York Mets,4,6,Dodger Stadium
745515,2024-04-20,2024,Pittsburgh Pirates,Boston Red Sox,2,4,PNC Park
745354,2024-04-20,2024,San Francisco Giants,Arizona Diamondbacks,7,3,Oracle Park
745590,2024-04-20,2024,Philadelphia Phillies,Chicago White Sox,9,5,Citizens Bank Park
746651,2024-04-20,2024,Cleveland Guardians,Oakland Athletics,6,3,Progressive Field
746726,2024-04-20,2024,Cincinnati Reds,Los Angeles Angels,7,5,Great American Ball Park
746324,2024-04-20,2024,Kansas City Royals,Baltimore Orioles,7,9,Kauffman Stadium
747135,2024-04-20,2024,Atlanta Braves,Texas Rangers,5,2,Truist Park
746570,2024-04-20,2024,Colorado Rockies,Seattle Mariners,0,7,Coors Field
745431,2024-04-20,2024,San Diego Padres,Toronto Blue Jays,2,5,Petco Park
744866,2024-04-21,2024,Washington Nationals,Houston Astros,6,0,Nationals Park
745514,2024-04-21,2024,Pittsburgh Pirates,Boston Red Sox,1,6,PNC Park
745588,2024-04-21,2024,Philadelphia Phillies,Chicago White Sox,8,2,Citizens Bank Park
745759,2024-04-21,2024,New York Yankees,Tampa Bay Rays,5,4,Yankee Stadium
746727,2024-04-21,2024,Cincinnati Reds,Los Angeles Angels,3,0,Great American Ball Park
746652,2024-04-21,2024,Cleveland Guardians,Oakland Athletics,6,2,Progressive Field
746316,2024-04-21,2024,Kansas City Royals,Baltimore Orioles,0,5,Kauffman Stadium
745920,2024-04-21,2024,Minnesota Twins,Detroit Tigers,1,6,Target Field
745192,2024-04-21,2024,St. Louis Cardinals,Milwaukee Brewers,0,2,Busch Stadium
746894,2024-04-21,2024,Chicago Cubs,Miami Marlins,3,6,Wrigley Field
746568,2024-04-21,2024,Colorado Rockies,Seattle Mariners,2,1,Coors Field
746572,2024-04-21,2024,Colorado Rockies,Seattle Mariners,2,10,Coors Field
745353,2024-04-21,2024,San Francisco Giants,Arizona Diamondbacks,3,5,Oracle Park
746154,2024-04-21,2024,Los Angeles Dodgers,New York Mets,10,0,Dodger Stadium
745434,2024-04-21,2024,San Diego Padres,Toronto Blue Jays,6,3,Petco Park
747133,2024-04-21,2024,Atlanta Braves,Texas Rangers,4,6,Truist Park
745757,2024-04-22,2024,New York Yankees,Oakland Athletics,0,2,Yankee Stadium
746723,2024-04-22,2024,Cincinnati Reds,Philadelphia Phillies,0,7,Great American Ball Park
745519,2024-04-22,2024,Pittsburgh Pirates,Milwaukee Brewers,4,2,PNC Park
745107,2024-04-22,2024,Tampa Bay Rays,Detroit Tigers,1,7,Tropicana Field
747134,2024-04-22,2024,Atlanta Braves,Miami Marlins,3,0,Truist Park
746319,2024-04-22,2024,Kansas City Royals,Toronto Blue Jays,3,5,Kauffman Stadium
745916,2024-04-22,2024,Minnesota Twins,Chicago White Sox,7,0,Target Field
745191,2024-04-22,2024,St. Louis Cardinals,Arizona Diamondbacks,5,3,Busch Stadium
746565,2024-04-22,2024,Colorado Rockies,San Diego Padres,1,3,Coors Field
746242,2024-04-22,2024,Los Angeles Angels,Baltimore Orioles,2,4,Angel Stadium
745351,2024-04-22,2024,San Francisco Giants,New York Mets,5,2,Oracle Park
746647,2024-04-23,2024,Cleveland Guardians,Boston Red Sox,4,1,Progressive Field
746722,2024-04-23,2024,Cincinnati Reds,Philadelphia Phillies,8,1,Great American Ball Park
745516,2024-04-23,2024,Pittsburgh Pirates,Milwaukee Brewers,2,1,PNC Park
744863,2024-04-23,2024,Washington Nationals,Los Angeles Dodgers,1,4,Nationals Park
745102,2024-04-23,2024,Tampa Bay Rays,Detroit Tigers,2,4,Tropicana Field
745754,2024-04-23,2024,New York Yankees,Oakland Athletics,4,3,Yankee Stadium
747130,2024-04-23,2024,Atlanta Braves,Miami Marlins,5,0,Truist Park
746888,2024-04-23,2024,Chicago Cubs,Houston Astros,7,2,Wrigley Field
746321,2024-04-23,2024,Kansas City Royals,Toronto Blue Jays,3,2,Kauffman Stadium
745917,2024-04-23,2024,Minnesota Twins,Chicago White Sox,6,5,Target Field
745193,2024-04-23,2024,St. Louis Cardinals,Arizona Diamondbacks,1,14,Busch Stadium
745026,2024-04-23,2024,Texas Rangers,Seattle Mariners,0,4,Globe Life Field
746566,2024-04-23,2024,Colorado Rockies,San Diego Padres,7,4,Coors Field
746246,2024-04-23,2024,Los Angeles Angels,Baltimore Orioles,7,4,Angel Stadium
745348,2024-04-23,2024,San Francisco Giants,New York Mets,5,1,Oracle Park
745188,2024-04-24,2024,St. Louis Cardinals,Arizona Diamondbacks,5,1,Busch Stadium
745346,2024-04-24,2024,San Francisco Giants,New York Mets,2,8,Oracle Park
746244,2024-04-24,2024,Los Angeles Angels,Baltimore Orioles,5,6,Angel Stadium
746649,2024-04-24,2024,Cleveland Guardians,Boston Red Sox,0,8,Progressive Field
746725,2024-04-24,2024,Cincinnati Reds,Philadelphia Phillies,7,4,Great American Ball Park
745513,2024-04-24,2024,Pittsburgh Pirates,Milwaukee Brewers,2,3,PNC Park
744864,2024-04-24,2024,Washington Nationals,Los Angeles Dodgers,2,11,Nationals Park
745099,2024-04-24,2024,Tampa Bay Rays,Detroit Tigers,7,5,Tropicana Field
745753,2024-04-24,2024,New York Yankees,Oakland Athletics,7,3,Yankee Stadium
747132,2024-04-24,2024,Atlanta Braves,Miami Marlins,4,3,Truist Park
746889,2024-04-24,2024,Chicago Cubs,Houston Astros,4,3,Wrigley Field
746317,2024-04-24,2024,Kansas City Royals,Toronto Blue Jays,3,2,Kauffman Stadium
745919,2024-04-24,2024,Minnesota Twins,Chicago White Sox,6,3,Target Field
745028,2024-04-24,2024,Texas Rangers,Seattle Mariners,5,1,Globe Life Field
746567,2024-04-24,2024,Colorado Rockies,San Diego Padres,2,5,Coors Field
745512,2024-04-25,2024,Pittsburgh Pirates,Milwaukee Brewers,5,7,PNC Park
746646,2024-04-25,2024,Cleveland Guardians,Boston Red Sox,6,4,Progressive Field
746724,2024-04-25,2024,Cincinnati Reds,Philadelphia Phillies,0,5,Great American Ball Park
745918,2024-04-25,2024,Minnesota Twins,Chicago White Sox,6,3,Target Field
746320,2024-04-25,2024,Kansas City Royals,Toronto Blue Jays,2,1,Kauffman Stadium
746887,2024-04-25,2024,Chicago Cubs,Houston Astros,3,1,Wrigley Field
745027,2024-04-25,2024,Texas Rangers,Seattle Mariners,3,4,Globe Life Field
746564,2024-04-25,2024,Colorado Rockies,San Diego Padres,10,9,Coors Field
744867,2024-04-25,2024,Washington Nationals,Los Angeles Dodgers,1,2,Nationals Park
745755,2024-04-25,2024,New York Yankees,Oakland Athletics,1,3,Yankee Stadium
746482,2024-04-26,2024,Detroit Tigers,Kansas City Royals,0,8,Comerica Park
747050,2024-04-26,2024,Baltimore Orioles,Oakland Athletics,2,3,Oriole Park at Camden Yards
744949,2024-04-26,2024,Toronto Blue Jays,Los Angeles Dodgers,2,12,Rogers Centre
746972,2024-04-26,2024,Boston Red Sox,Chicago Cubs,1,7,Fenway Park
745835,2024-04-26,2024,New York Mets,St. Louis Cardinals,2,4,Citi Field
746078,2024-04-26,2024,Miami Marlins,Washington Nationals,1,3,loanDepot park
747129,2024-04-26,2024,Atlanta Braves,Cleveland Guardians,6,2,Truist Park
746808,2024-04-26,2024,Chicago White Sox,Tampa Bay Rays,9,4,Guaranteed Rate Field
745025,2024-04-26,2024,Texas Rangers,Cincinnati Reds,2,1,Globe Life Field
746000,2024-04-26,2024,Milwaukee Brewers,New York Yankees,7,6,American Family Field
746243,2024-04-26,2024,Los Angeles Angels,Minnesota Twins,3,5,Angel Stadium
745269,2024-04-26,2024,Seattle Mariners,Arizona Diamondbacks,6,1,T-Mobile Park
745424,2024-04-26,2024,San Diego Padres,Philadelphia Phillies,3,9,Petco Park
745347,2024-04-26,2024,San Francisco Giants,Pittsburgh Pirates,3,0,Oracle Park
744946,2024-04-27,2024,Toronto Blue Jays,Los Angeles Dodgers,2,4,Rogers Centre
747052,2024-04-27,2024,Baltimore Orioles,Oakland Athletics,7,0,Oriole Park at Camden Yards
745833,2024-04-27,2024,New York Mets,St. Louis Cardinals,4,7,Citi Field
745020,2024-04-27,2024,Texas Rangers,Cincinnati Reds,4,8,Globe Life Field
746971,2024-04-27,2024,Boston Red Sox,Chicago Cubs,17,0,Fenway Park
746075,2024-04-27,2024,Miami Marlins,Washington Nationals,4,11,loanDepot park
746560,2024-04-27,2024,Colorado Rockies,Houston Astros,4,12,Estadio Alfredo Harp Helu
746484,2024-04-27,2024,Detroit Tigers,Kansas City Royals,6,5,Comerica Park
746803,2024-04-27,2024,Chicago White Sox,Tampa Bay Rays,8,7,Guaranteed Rate Field
745998,2024-04-27,2024,Milwaukee Brewers,New York Yankees,3,15,American Family Field
747131,2024-04-27,2024,Atlanta Braves,Cleveland Guardians,2,4,Truist Park
745425,2024-04-27,2024,San Diego Padres,Philadelphia Phillies,1,5,Petco Park
745350,2024-04-27,2024,San Francisco Giants,Pittsburgh Pirates,3,4,Oracle Park
746245,2024-04-27,2024,Los Angeles Angels,Minnesota Twins,5,16,Angel Stadium
745266,2024-04-27,2024,Seattle Mariners,Arizona Diamondbacks,3,1,T-Mobile Park
747045,2024-04-28,2024,Baltimore Orioles,Oakland Athletics,6,7,Oriole Park at Camden Yards
747125,2024-04-28,2024,Atlanta Braves,Cleveland Guardians,4,3,Truist Park
744947,2024-04-28,2024,Toronto Blue Jays,Los Angeles Dodgers,3,1,Rogers Centre
746483,2024-04-28,2024,Detroit Tigers,Kansas City Royals,4,1,Comerica Park
745834,2024-04-28,2024,New York Mets,St. Louis Cardinals,4,2,Citi Field
746077,2024-04-28,2024,Miami Marlins,Washington Nationals,9,12,loanDepot park
746805,2024-04-28,2024,Chicago White Sox,Tampa Bay Rays,4,2,Guaranteed Rate Field
746001,2024-04-28,2024,Milwaukee Brewers,New York Yankees,5,15,American Family Field
745022,2024-04-28,2024,Texas Rangers,Cincinnati Reds,4,3,Globe Life Field
746561,2024-04-28,2024,Colorado Rockies,Houston Astros,2,8,Estadio Alfredo Harp Helu
745349,2024-04-28,2024,San Francisco Giants,Pittsburgh Pirates,3,2,Oracle Park
746237,2024-04-28,2024,Los Angeles Angels,Minnesota Twins,5,11,Angel Stadium
745265,2024-04-28,2024,Seattle Mariners,Arizona Diamondbacks,2,3,T-Mobile Park
745428,2024-04-28,2024,San Diego Padres,Philadelphia Phillies,6,8,Petco Park
746967,2024-04-28,2024,Boston Red Sox,Chicago Cubs,5,4,Fenway Park
747046,2024-04-29,2024,Baltimore Orioles,New York Yankees,2,0,Oriole Park at Camden Yards
